Category marker,Category,Mode of study,Country of HE provider,Academic year,Classification of first degree,Number
Religious belief,Buddhist,Part-time,Wales,2019/20,Lower second class honours,0
Religious belief,Buddhist,Part-time,Wales,2019/20,Third class honours/Pass,0
Religious belief,Buddhist,Part-time,Wales,2019/20,Unclassified,0
Religious belief,Buddhist,All,England,2018/19,First class honours,310
Religious belief,Buddhist,All,England,2018/19,Upper second class honours,575
Religious belief,Buddhist,All,England,2018/19,Lower second class honours,310
Religious belief,Buddhist,All,England,2018/19,Third class honours/Pass,70
Religious belief,Buddhist,All,England,2018/19,Unclassified,50
Religious belief,Buddhist,All,Northern Ireland,2018/19,First class honours,0
Religious belief,Buddhist,All,Northern Ireland,2018/19,Upper second class honours,5
Religious belief,Buddhist,All,Northern Ireland,2018/19,Lower second class honours,0
Religious belief,Buddhist,All,Northern Ireland,2018/19,Third class honours/Pass,0
Religious belief,Buddhist,All,Northern Ireland,2018/19,Unclassified,0
Religious belief,Buddhist,All,Scotland,2018/19,First class honours,10
Religious belief,Buddhist,All,Scotland,2018/19,Upper second class honours,35
Religious belief,Buddhist,All,Scotland,2018/19,Lower second class honours,10
Religious belief,Buddhist,All,Scotland,2018/19,Third class honours/Pass,0
Religious belief,Buddhist,All,Scotland,2018/19,Unclassified,25
Religious belief,Buddhist,All,Wales,2018/19,First class honours,10
Religious belief,Buddhist,All,Wales,2018/19,Upper second class honours,30
Religious belief,Buddhist,All,Wales,2018/19,Lower second class honours,15
Religious belief,Buddhist,All,Wales,2018/19,Third class honours/Pass,5
Religious belief,Buddhist,All,Wales,2018/19,Unclassified,0
Religious belief,Buddhist,All,England,2019/20,First class honours,395
Religious belief,Buddhist,All,England,2019/20,Upper second class honours,590
Religious belief,Buddhist,All,England,2019/20,Lower second class honours,230
Religious belief,Buddhist,All,England,2019/20,Third class honours/Pass,50
Religious belief,Buddhist,All,England,2019/20,Unclassified,60
Religious belief,Buddhist,All,Northern Ireland,2019/20,First class honours,5
Religious belief,Buddhist,All,Northern Ireland,2019/20,Upper second class honours,5
Religious belief,Buddhist,All,Northern Ireland,2019/20,Lower second class honours,0
Religious belief,Buddhist,All,Northern Ireland,2019/20,Third class honours/Pass,0
Religious belief,Buddhist,All,Northern Ireland,2019/20,Unclassified,0
Religious belief,Buddhist,All,Scotland,2019/20,First class honours,30
Religious belief,Buddhist,All,Scotland,2019/20,Upper second class honours,40
Religious belief,Buddhist,All,Scotland,2019/20,Lower second class honours,0
Religious belief,Buddhist,All,Scotland,2019/20,Third class honours/Pass,5
Religious belief,Buddhist,All,Scotland,2019/20,Unclassified,20
Religious belief,Buddhist,All,Wales,2019/20,First class honours,20
Religious belief,Buddhist,All,Wales,2019/20,Upper second class honours,20
Religious belief,Buddhist,All,Wales,2019/20,Lower second class honours,15
Religious belief,Buddhist,All,Wales,2019/20,Third class honours/Pass,5
Religious belief,Buddhist,All,Wales,2019/20,Unclassified,0
Religious belief,Buddhist,All,All,2018/19,First class honours,335
Religious belief,Buddhist,All,All,2018/19,Upper second class honours,645
Religious belief,Buddhist,All,All,2018/19,Lower second class honours,340
Religious belief,Buddhist,All,All,2018/19,Third class honours/Pass,75
Religious belief,Buddhist,All,All,2018/19,Unclassified,75
Religious belief,Buddhist,All,All,2019/20,First class honours,445
Religious belief,Buddhist,All,All,2019/20,Upper second class honours,660
Religious belief,Buddhist,All,All,2019/20,Lower second class honours,245
Religious belief,Buddhist,All,All,2019/20,Third class honours/Pass,60
Religious belief,Buddhist,All,All,2019/20,Unclassified,80
Religious belief,Buddhist,Full-time,All,2018/19,First class honours,325
Religious belief,Buddhist,Full-time,All,2018/19,Upper second class honours,615
Religious belief,Buddhist,Full-time,All,2018/19,Lower second class honours,305
Religious belief,Buddhist,Full-time,All,2018/19,Third class honours/Pass,50
Religious belief,Buddhist,Full-time,All,2018/19,Unclassified,60
Religious belief,Buddhist,Full-time,All,2019/20,First class honours,425
Religious belief,Buddhist,Full-time,All,2019/20,Upper second class honours,630
Religious belief,Buddhist,Full-time,All,2019/20,Lower second class honours,225
Religious belief,Buddhist,Full-time,All,2019/20,Third class honours/Pass,40
Religious belief,Buddhist,Full-time,All,2019/20,Unclassified,75
Religious belief,Buddhist,Part-time,All,2018/19,First class honours,10
Religious belief,Buddhist,Part-time,All,2018/19,Upper second class honours,35
Religious belief,Buddhist,Part-time,All,2018/19,Lower second class honours,35
Religious belief,Buddhist,Part-time,All,2018/19,Third class honours/Pass,25
Religious belief,Buddhist,Part-time,All,2018/19,Unclassified,10
Religious belief,Buddhist,Part-time,All,2019/20,First class honours,20
Religious belief,Buddhist,Part-time,All,2019/20,Upper second class honours,30
Religious belief,Buddhist,Part-time,All,2019/20,Lower second class honours,20
Religious belief,Buddhist,Part-time,All,2019/20,Third class honours/Pass,20
Religious belief,Buddhist,Part-time,All,2019/20,Unclassified,5
Religious belief,Christian,Full-time,England,2018/19,First class honours,21530
Religious belief,Christian,Full-time,England,2018/19,Upper second class honours,38275
Religious belief,Christian,Full-time,England,2018/19,Lower second class honours,14750
Religious belief,Christian,Full-time,England,2018/19,Third class honours/Pass,2885
Religious belief,Christian,Full-time,England,2018/19,Unclassified,2000
Religious belief,Christian,Part-time,England,2018/19,First class honours,1330
Religious belief,Christian,Part-time,England,2018/19,Upper second class honours,2310
Religious belief,Christian,Part-time,England,2018/19,Lower second class honours,1740
Religious belief,Christian,Part-time,England,2018/19,Third class honours/Pass,1105
Religious belief,Christian,Part-time,England,2018/19,Unclassified,275
Religious belief,Christian,Full-time,Northern Ireland,2018/19,First class honours,1445
Religious belief,Christian,Full-time,Northern Ireland,2018/19,Upper second class honours,3015
Religious belief,Christian,Full-time,Northern Ireland,2018/19,Lower second class honours,890
Religious belief,Christian,Full-time,Northern Ireland,2018/19,Third class honours/Pass,75
Religious belief,Christian,Full-time,Northern Ireland,2018/19,Unclassified,160
Religious belief,Christian,Part-time,Northern Ireland,2018/19,First class honours,130
Religious belief,Christian,Part-time,Northern Ireland,2018/19,Upper second class honours,245
Religious belief,Christian,Part-time,Northern Ireland,2018/19,Lower second class honours,120
Religious belief,Christian,Part-time,Northern Ireland,2018/19,Third class honours/Pass,25
Religious belief,Christian,Part-time,Northern Ireland,2018/19,Unclassified,5
Religious belief,Christian,Full-time,Scotland,2018/19,First class honours,1575
Religious belief,Christian,Full-time,Scotland,2018/19,Upper second class honours,3500
Religious belief,Christian,Full-time,Scotland,2018/19,Lower second class honours,1100
Religious belief,Christian,Full-time,Scotland,2018/19,Third class honours/Pass,130
Religious belief,Christian,Full-time,Scotland,2018/19,Unclassified,2455
Religious belief,Christian,Part-time,Scotland,2018/19,First class honours,70
Religious belief,Christian,Part-time,Scotland,2018/19,Upper second class honours,135
Religious belief,Christian,Part-time,Scotland,2018/19,Lower second class honours,90
Religious belief,Christian,Part-time,Scotland,2018/19,Third class honours/Pass,50
Religious belief,Christian,Part-time,Scotland,2018/19,Unclassified,505
Religious belief,Christian,Full-time,Wales,2018/19,First class honours,1360
Religious belief,Christian,Full-time,Wales,2018/19,Upper second class honours,2205
Religious belief,Christian,Full-time,Wales,2018/19,Lower second class honours,865
Religious belief,Christian,Full-time,Wales,2018/19,Third class honours/Pass,135
Religious belief,Christian,Full-time,Wales,2018/19,Unclassified,105
Religious belief,Christian,Part-time,Wales,2018/19,First class honours,95
Religious belief,Christian,Part-time,Wales,2018/19,Upper second class honours,115
Religious belief,Christian,Part-time,Wales,2018/19,Lower second class honours,80
Religious belief,Christian,Part-time,Wales,2018/19,Third class honours/Pass,25
Religious belief,Christian,Part-time,Wales,2018/19,Unclassified,20
Religious belief,Christian,Full-time,England,2019/20,First class honours,25455
Religious belief,Christian,Full-time,England,2019/20,Upper second class honours,36725
Religious belief,Christian,Full-time,England,2019/20,Lower second class honours,11870
Religious belief,Christian,Full-time,England,2019/20,Third class honours/Pass,2045
Religious belief,Christian,Full-time,England,2019/20,Unclassified,2250
Religious belief,Christian,Part-time,England,2019/20,First class honours,1240
Religious belief,Christian,Part-time,England,2019/20,Upper second class honours,1680
Religious belief,Christian,Part-time,England,2019/20,Lower second class honours,1335
Religious belief,Christian,Part-time,England,2019/20,Third class honours/Pass,770
Religious belief,Christian,Part-time,England,2019/20,Unclassified,200
Religious belief,Christian,Full-time,Northern Ireland,2019/20,First class honours,1815
Religious belief,Christian,Full-time,Northern Ireland,2019/20,Upper second class honours,3105
Religious belief,Christian,Full-time,Northern Ireland,2019/20,Lower second class honours,735
Religious belief,Christian,Full-time,Northern Ireland,2019/20,Third class honours/Pass,50
Religious belief,Christian,Full-time,Northern Ireland,2019/20,Unclassified,145
Religious belief,Christian,Part-time,Northern Ireland,2019/20,First class honours,115
Religious belief,Christian,Part-time,Northern Ireland,2019/20,Upper second class honours,195
Religious belief,Christian,Part-time,Northern Ireland,2019/20,Lower second class honours,115
Religious belief,Christian,Part-time,Northern Ireland,2019/20,Third class honours/Pass,20
Religious belief,Christian,Part-time,Northern Ireland,2019/20,Unclassified,0
Religious belief,Christian,Full-time,Scotland,2019/20,First class honours,2000
Religious belief,Christian,Full-time,Scotland,2019/20,Upper second class honours,3220
Religious belief,Christian,Full-time,Scotland,2019/20,Lower second class honours,820
Religious belief,Christian,Full-time,Scotland,2019/20,Third class honours/Pass,140
Religious belief,Christian,Full-time,Scotland,2019/20,Unclassified,1935
Religious belief,Christian,Part-time,Scotland,2019/20,First class honours,50
Religious belief,Christian,Part-time,Scotland,2019/20,Upper second class honours,80
Religious belief,Christian,Part-time,Scotland,2019/20,Lower second class honours,45
Religious belief,Christian,Part-time,Scotland,2019/20,Third class honours/Pass,25
Religious belief,Christian,Part-time,Scotland,2019/20,Unclassified,425
Religious belief,Christian,Full-time,Wales,2019/20,First class honours,1575
Religious belief,Christian,Full-time,Wales,2019/20,Upper second class honours,2030
Religious belief,Christian,Full-time,Wales,2019/20,Lower second class honours,635
Religious belief,Christian,Full-time,Wales,2019/20,Third class honours/Pass,110
Religious belief,Christian,Full-time,Wales,2019/20,Unclassified,110
Religious belief,Christian,Part-time,Wales,2019/20,First class honours,75
Religious belief,Christian,Part-time,Wales,2019/20,Upper second class honours,70
Religious belief,Christian,Part-time,Wales,2019/20,Lower second class honours,40
Religious belief,Christian,Part-time,Wales,2019/20,Third class honours/Pass,10
Religious belief,Christian,Part-time,Wales,2019/20,Unclassified,0
Religious belief,Christian,All,England,2018/19,First class honours,22860
Religious belief,Christian,All,England,2018/19,Upper second class honours,40585
Religious belief,Christian,All,England,2018/19,Lower second class honours,16490
Religious belief,Christian,All,England,2018/19,Third class honours/Pass,3990
Religious belief,Christian,All,England,2018/19,Unclassified,2275
Religious belief,Christian,All,Northern Ireland,2018/19,First class honours,1575
Religious belief,Christian,All,Northern Ireland,2018/19,Upper second class honours,3265
Religious belief,Christian,All,Northern Ireland,2018/19,Lower second class honours,1010
Religious belief,Christian,All,Northern Ireland,2018/19,Third class honours/Pass,100
Religious belief,Christian,All,Northern Ireland,2018/19,Unclassified,160
Religious belief,Christian,All,Scotland,2018/19,First class honours,1650
Religious belief,Christian,All,Scotland,2018/19,Upper second class honours,3630
Religious belief,Christian,All,Scotland,2018/19,Lower second class honours,1190
Religious belief,Christian,All,Scotland,2018/19,Third class honours/Pass,185
Religious belief,Christian,All,Scotland,2018/19,Unclassified,2960
Religious belief,Christian,All,Wales,2018/19,First class honours,1455
Religious belief,Christian,All,Wales,2018/19,Upper second class honours,2320
Religious belief,Christian,All,Wales,2018/19,Lower second class honours,950
Religious belief,Christian,All,Wales,2018/19,Third class honours/Pass,160
Religious belief,Christian,All,Wales,2018/19,Unclassified,125
Religious belief,Christian,All,England,2019/20,First class honours,26695
